Reporting Period,Project Number,Legacy Project Number,Street Address,City,County,State,ZIP Code,Incorporated Municipality,Municipality Type,Census Tract,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Minority or Women Owned Business Enterprise (MWBE),Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,$Incentive,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Affordable Solar,Community Distributed Generation,Green Jobs Green New York Participant,Latitude,Longitude,Georeference
11/30/2022,224532,,,Lynbrook,Nassau,NY,11563,Hempstead,Town,36059411901,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/6/2020,8/4/2021,Complete,EmPower Solar,No,SunPower,SPR-A410-G-AC [240V],17,Sunpower,SPR-A410-G-AC,17,42104.96,3375,6.97,7779,,No,No,No,40.6531902,-73.6758303,POINT (-73.6758303 40.6531902)
11/30/2022,320364,,,Roosevelt,Nassau,NY,11575,Hempstead,Town,36059413900,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/31/2021,9/29/2021,Complete,Smart Home Energy Source,No,Enphase Energy Inc.,IQ7-60-2-US [240V],27,"LONGi Green Energy Technology Co., Ltd.",LR4-60HPB-355M,27,29129.51,3834,9.59,11340,,Yes,No,No,40.6792727,-73.5914924,POINT (-73.5914924 40.6792727)
11/30/2022,305683,,,East Meadow,Nassau,NY,11554,Hempstead,Town,36059408200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/11/2021,3/8/2022,Complete,EmPower Solar,No,Enphase Energy Inc.,IQ7AS-66-ACM-US-x [240V],22,Sunpower,SPR-A400-G-AC,22,46050,3375,8.8,9503,,No,No,No,40.7191361,-73.5541464,POINT (-73.5541464 40.7191361)
11/30/2022,283158,,,Williston Park,Nassau,NY,11596,North Hempstead,Town,36059303301,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/9/2021,2/7/2022,Complete,EmPower Solar,No,SunPower,SPR-X22-360-E-AC [240V],21,Sunpower,SPR-X22-360-E-AC,21,24334.23,3375,7.56,8358,,No,No,No,40.7593117,-73.6498418,POINT (-73.6498418 40.7593117)
11/30/2022,351218,,,Plainview,Nassau,NY,11803,Oyster Bay,Town,36059519601,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/20/2021,6/8/2022,Complete,EmPower Solar,No,Enphase Energy Inc.,IQ7AS-66-ACM-US-x [240V],16,SunPower,SPR-A420-G-AC,16,42246,3375,0,0,,No,No,No,40.7797679,-73.4975482,POINT (-73.4975482 40.7797679)
11/30/2022,168462,,,Baldwin,Nassau,NY,11510,Hempstead,Town,36059413804,Residential,Residential/Small Commercial,PON 2112,Orange and Rockland Utilities,Purchase,1/4/2019,2/21/2019,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE10000H-US [240V],1,"S-Energy Co., Ltd.",SN360M-10,28,38476.8,3528,10.08,11124,,No,No,Yes,40.6280022,-73.5969078,POINT (-73.5969078 40.6280022)
11/30/2022,283999,,,Bellmore,Nassau,NY,11710,Hempstead,Town,36059414800,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/9/2021,9/23/2021,Complete,EmPower Solar,No,Enphase Energy Inc.,IQ7XS-96-x-ACM-US-y-z-& [240V],9,Sunpower,SPR-E20-327-E-AC,9,14322,3375,2.94,3129,,No,No,Yes,40.6833768,-73.5424561,POINT (-73.5424561 40.6833768)
11/30/2022,266248,,,Levittown,Nassau,NY,11756,Hempstead,Town,36059409100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/10/2020,9/29/2021,Complete,SunRun Inc.,No,Enphase Energy Inc.,IQ7-60-x-US [240V],22,"LONGi Green Energy Technology Co., Ltd.",LR6-60HPB-310M,22,35625,3375,6.82,6862,,No,No,No,40.71639,-73.5270022,POINT (-73.5270022 40.71639)
11/30/2022,279693,,,Farmingdale,Nassau,NY,11735,Oyster Bay,Town,36059520600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/15/2020,1/22/2021,Complete,Long Island Power Solutions,No,Enphase Energy Inc.,IQ7-60-x-US [240V],29,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,29,25000,3944,9.86,10660,,Yes,No,No,40.7144681,-73.4372606,POINT (-73.4372606 40.7144681)
11/30/2022,424637,,,Baldwin,Nassau,NY,11510,Hempstead,Town,36059413803,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/12/2022,5/20/2022,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-2-US [240V],22,"S-Energy Co., Ltd.",SN20-72MBE-385V,22,55605,3375,0,0,,No,No,No,40.6273483,-73.6078072,POINT (-73.6078072 40.6273483)
11/30/2022,244774,,,Merrick,Nassau,NY,11566,Hempstead,Town,36059415101,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/30/2020,8/24/2020,Complete,Tesla Energy Operations Inc.,No,Delta Electronics,M4-TL-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G5/SC 315,12,9999.99,3375,3.78,4173,,No,No,No,40.6579848,-73.5578638,POINT (-73.5578638 40.6579848)
11/30/2022,274512,,,Westbury,Nassau,NY,11590,North Hempstead,Town,36059304001,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/4/2020,5/27/2021,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],15,Solaria Corporation,Solaria PowerXT-370R-PD,15,36507,3375,5.55,6165,,No,No,Yes,40.7522863,-73.599232,POINT (-73.599232 40.7522863)
11/30/2022,370470,,,Port Washington,Nassau,NY,11050,North Hempstead,Town,36059301000,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/30/2021,8/3/2022,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7A-72-2-US [240V],18,Solaria Corporation,Solaria PowerXT-400R-PM,18,45092,3375,0,0,,No,No,No,40.8534295,-73.7035856,POINT (-73.7035856 40.8534295)
11/30/2022,292573,,,Roslyn,Nassau,NY,11576,North Hempstead,Town,36059302300,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Lease,2/19/2021,7/20/2021,Complete,SunRun Inc.,No,Enphase Energy Inc.,IQ7-60-x-US [240V],22,"LONGi Green Energy Technology Co., Ltd.",LR6-60HPB-315M,22,22874,3375,6.93,6432,,No,No,No,40.7704281,-73.6603378,POINT (-73.6603378 40.7704281)
11/30/2022,218644,,,Oceanside,Nassau,NY,11572,Hempstead,Town,36059413400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/12/2019,8/25/2020,Complete,EmPower Solar,No,SunPower,SPR-A410-G-AC [240V],25,Sunpower,SPR-A410-G-AC,25,50415.58,3375,10.25,10675,,No,No,No,40.6229342,-73.6271897,POINT (-73.6271897 40.6229342)
11/30/2022,253368,,,Farmingdale,Nassau,NY,11735,Oyster Bay,Town,36059520300,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/9/2020,8/20/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],34,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,34,40507.26,4000,11.56,12858,,Yes,No,Yes,40.7208357,-73.4763852,POINT (-73.4763852 40.7208357)
11/30/2022,325081,,,Woodmere,Nassau,NY,11598,Hempstead,Town,36059411302,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/2/2021,11/8/2021,Complete,Smart Home Energy Source,No,Enphase Energy Inc.,IQ7PLUS-72-2-US [240V],24,REC Solar,REC365AA Black,24,40000,3504,8.76,8992,,Yes,No,Yes,40.6386204,-73.7212504,POINT (-73.7212504 40.6386204)
11/30/2022,354568,,,Long Beach,Nassau,NY,11561,Long Beach,City,36059416701,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/10/2021,2/18/2022,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],25,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 400,25,37355.87,4000,10,11495,,Yes,No,Yes,40.590574,-73.6510657,POINT (-73.6510657 40.590574)
11/30/2022,290170,,,Valley Stream,Nassau,NY,11581,Hempstead,Town,36059410900,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/5/2021,11/12/2021,Complete,"SuNation Solar Systems, Inc.",No,,,0,,,0,0,3375,0,0,,No,No,No,40.6557931,-73.7185385,POINT (-73.7185385 40.6557931)
11/30/2022,268255,,,West Hempstead,Nassau,NY,11552,Hempstead,Town,36059406202,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/14/2020,12/14/2020,Complete,Tesla Energy Operations Inc.,No,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,13,8230.15,3375,4.42,3026,,No,No,No,40.6777325,-73.649718,POINT (-73.649718 40.6777325)
11/30/2022,487997,,,Levittown,Nassau,NY,11756,Hempstead,Town,36059408600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/19/2022,10/17/2022,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7A-72-2-US [240V],17,REC Solar,REC400AA Pure,17,43300,3375,0,0,,No,No,No,40.7367929,-73.5328885,POINT (-73.5328885 40.7367929)
11/30/2022,274910,,,Valley Stream,Nassau,NY,11581,Hempstead,Town,36059410800,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/10/2020,1/12/2021,Complete,Tesla Energy Operations Inc.,No,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,12,8200,3375,4.08,2167,,No,No,No,40.6529539,-73.7073251,POINT (-73.7073251 40.6529539)
11/30/2022,267730,,,Levittown,Nassau,NY,11756,Hempstead,Town,36059409100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/22/2020,5/28/2021,Complete,SunRun Inc.,No,Enphase Energy Inc.,IQ7-60-x-US [240V],15,LG Electronics Inc.,LG330N1C-A5,15,30875,3375,4.95,5582,,No,No,No,40.71639,-73.5270022,POINT (-73.5270022 40.71639)
11/30/2022,457787,,,Elmont,Nassau,NY,11003,Hempstead,Town,36059405200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/12/2022,10/17/2022,Complete,"SuNation Solar Systems, Inc.",No,,,0,,,0,0,3375,0,0,,No,No,No,40.7007203,-73.6926012,POINT (-73.6926012 40.7007203)
11/30/2022,352275,,,Oceanside,Nassau,NY,11572,Hempstead,Town,36059413400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/6/2021,3/3/2022,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],30,"S-Energy Co., Ltd.",SN20-72MBE-390V,30,49250,3375,0,0,,No,No,No,40.6229342,-73.6271897,POINT (-73.6271897 40.6229342)
11/30/2022,259668,,,Wantagh,Nassau,NY,11793,Hempstead,Town,36059415600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/8/2020,4/13/2022,Complete,Green Logic LLC,No,Enphase Energy Inc.,IQ7XS-96-x-ACM-US-y [240V],21,Sunpower,SPR-E20-327-E-AC,21,51562,3375,6.87,8308,,No,No,No,40.6793876,-73.5165815,POINT (-73.5165815 40.6793876)
11/30/2022,291469,,,Great Neck,Nassau,NY,11023,North Hempstead,Town,36059300600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/25/2021,8/2/2021,Complete,Tesla Energy Operations Inc.,No,Tesla Inc.,1538000-xx-y [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,12,18700,3375,4.08,2624,,No,No,No,40.7893824,-73.7203509,POINT (-73.7203509 40.7893824)
11/30/2022,374681,,,Syosset,Nassau,NY,11791,Oyster Bay,Town,36059518201,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/5/2022,6/30/2022,Complete,EmPower Solar,No,Enphase Energy Inc.,IQ7X-96-x-ACM-US [240V],74,SunPower,SPR-X22-360-E-AC,74,90742,3375,0,0,,No,No,No,40.8670429,-73.491842,POINT (-73.491842 40.8670429)
11/30/2022,437921,,,Plainview,Nassau,NY,11803,Oyster Bay,Town,36059519601,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/17/2022,5/26/2022,Complete,Hytech Solar Inc,No,Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [240V],22,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10.a 400,22,41000,3520,8.8,10064,,Yes,No,No,40.7797679,-73.4975482,POINT (-73.4975482 40.7797679)
11/30/2022,352157,,,Roosevelt,Nassau,NY,11575,Hempstead,Town,36059414001,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/4/2021,10/21/2022,Complete,Surf Clean Energy Inc,No,Enphase Energy Inc.,IQ7PLUS-72-2-US [240V],25,Hanwha Q CELLS,Q.PEAK DUO BLK-G10.a+ 360,25,54670,3700,9,10897,,Yes,No,No,40.6856035,-73.5809309,POINT (-73.5809309 40.6856035)
11/30/2022,222573,,,Massapequa,Nassau,NY,11758,Oyster Bay,Town,36059521302,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/21/2019,10/16/2020,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],45,LG Electronics Inc.,LG375Q1C-V5,45,63678,3375,16.88,15216,,No,No,No,40.6567758,-73.4782733,POINT (-73.4782733 40.6567758)
11/30/2022,308233,,,Great Neck,Nassau,NY,11021,North Hempstead,Town,36059300400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/21/2021,9/23/2021,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,D380-72-208-S1x [208V],22,REC Solar,REC365AA Black,22,30153,3375,8.03,7272,,No,No,Yes,40.8017448,-73.7254061,POINT (-73.7254061 40.8017448)
11/30/2022,449567,,,Plainview,Nassau,NY,11803,Oyster Bay,Town,36059519601,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/25/2022,6/28/2022,Complete,EmPower Solar,No,Enphase Energy Inc.,IQ7X-96-x-ACM-US [240V],23,SunPower,SPR-X22-360-E-AC,23,36934,3375,0,0,,No,No,No,40.7797679,-73.4975482,POINT (-73.4975482 40.7797679)
11/30/2022,223401,,,New Hyde Park,Nassau,NY,11040,North Hempstead,Town,36059302800,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/10/2019,10/29/2020,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],19,LG Electronics Inc.,LG370Q1C-V5,19,35196,3375,7.03,8315,,No,No,No,40.7486666,-73.6919151,POINT (-73.6919151 40.7486666)
11/30/2022,237382,,,East Meadow,Nassau,NY,11554,Hempstead,Town,36059407900,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/27/2020,6/29/2021,Complete,EmPower Solar,No,SunPower,SPR-A410-G-AC [240V],22,Sunpower,SPR-A410-G-AC,22,39274.75,3375,9.02,8954,,No,No,No,40.707417,-73.5745946,POINT (-73.5745946 40.707417)
11/30/2022,321821,,,Long Beach,Nassau,NY,11561,Long Beach,City,36059416600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/16/2021,4/13/2022,Complete,EmPower Solar,No,Enphase Energy Inc.,IQ7XS-96-y-ACM-z [240V],37,SunPower,SPR-X22-360-E-AC,37,55642,3375,0,0,,No,No,No,40.5854452,-73.6748778,POINT (-73.6748778 40.5854452)
11/30/2022,278797,,,Plainview,Nassau,NY,11803,Oyster Bay,Town,36059519704,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/8/2020,3/31/2021,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],21,LG Electronics Inc.,LG375Q1C-V5,21,48687,3375,7.88,10467,,No,No,No,40.7818375,-73.4764766,POINT (-73.4764766 40.7818375)
11/30/2022,250842,,,Merrick,Nassau,NY,11566,Hempstead,Town,36059414700,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/23/2020,5/24/2022,Complete,Green Logic LLC,No,SunPower,SPR-A400-G-AC [240V],34,Sunpower,SPR-A400-G-AC,34,48186,3375,13.6,16241,,No,No,No,40.6839853,-73.5546084,POINT (-73.5546084 40.6839853)
11/30/2022,261432,,,Port Washington,Nassau,NY,11050,North Hempstead,Town,36059301400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/23/2020,2/3/2022,Complete,EmPower Solar,No,SunPower,SPR-A415-G-AC [240V],15,Sunpower,SPR-A415-G-AC,15,31492,3375,6.23,7667,,No,No,No,40.8160491,-73.6626427,POINT (-73.6626427 40.8160491)
11/30/2022,300693,,,New Hyde Park,Nassau,NY,11040,North Hempstead,Town,36059303202,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/10/2021,3/9/2022,Complete,EmPower Solar,No,Enphase Energy Inc.,IQ7X-96-x-ACM-US-y-z-& [240V],27,Sunpower,SPR-X22-360-E-AC,27,40022.88,3375,9.72,11250,,No,No,No,40.740863,-73.6669641,POINT (-73.6669641 40.740863)
11/30/2022,220035,,,Bellmore,Nassau,NY,11710,Hempstead,Town,36059408500,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/21/2019,9/21/2020,Complete,EmPower Solar,No,SunPower,SPR-A410-G-AC [240V],22,Sunpower,SPR-A410-G-AC,22,45379.04,3375,9.02,10601,,No,No,No,40.69988,-73.5434857,POINT (-73.5434857 40.69988)
11/30/2022,259999,,,East Rockaway,Nassau,NY,11518,Hempstead,Town,36059412200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/5/2020,9/30/2021,Complete,SunRun Inc.,No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],18,LG Electronics Inc.,LG345N1C-V5,18,38375,3375,6.21,5563,,No,No,No,40.6332349,-73.6672123,POINT (-73.6672123 40.6332349)
11/30/2022,377935,,,Valley Stream,Nassau,NY,11581,Hempstead,Town,36059410900,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/12/2022,4/6/2022,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],21,REC Solar,REC365AA,21,59697,3375,0,0,,No,No,No,40.6557931,-73.7185385,POINT (-73.7185385 40.6557931)
11/30/2022,247788,,,Uniondale,Nassau,NY,11553,Hempstead,Town,36059407501,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/28/2020,1/21/2021,Complete,Tesla Energy Operations Inc.,No,Delta Electronics,M8-TL-US [240V],1,Tesla Inc.,SR60T1,118,29855.75,3375,6.9,4741,,No,No,No,40.6928079,-73.6009995,POINT (-73.6009995 40.6928079)
11/30/2022,323226,,,Port Washington,Nassau,NY,11050,North Hempstead,Town,36059301400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/16/2021,4/14/2022,Complete,EmPower Solar,No,Enphase Energy Inc.,IQ7XS-96-y-ACM-z [240V],25,SunPower,SPR-X22-360-E-AC,25,49741,3375,0,0,,No,No,No,40.8160491,-73.6626427,POINT (-73.6626427 40.8160491)
11/30/2022,303961,,,Bethpage,Nassau,NY,11714,Oyster Bay,Town,36059520001,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/5/2021,8/3/2021,Complete,EmPower Solar,No,Enphase Energy Inc.,IQ7XS-96-x-ACM-US-y-z-& [240V],32,Sunpower,SPR-E20-327-E-AC,32,36571,4186,10.46,11676,,Yes,No,No,40.7478914,-73.491996,POINT (-73.491996 40.7478914)
11/30/2022,378422,,,Massapequa,Nassau,NY,11758,Oyster Bay,Town,36059522000,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/3/2022,3/15/2022,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],25,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 400,25,42513,4000,10,11075,,Yes,No,No,40.677398,-73.4281932,POINT (-73.4281932 40.677398)
11/30/2022,295614,,,Massapequa,Nassau,NY,11758,Oyster Bay,Town,36059521100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/8/2021,7/14/2022,Complete,EmPower Solar,No,Enphase Energy Inc.,IQ7XS-96-x-ACM-US-y-z-& [240V],3,Sunpower,SPR-E20-327-E-AC,3,25515,3375,0.98,1290,,No,No,No,40.6884053,-73.4706593,POINT (-73.4706593 40.6884053)
11/30/2022,271604,,,Westbury,Nassau,NY,11590,North Hempstead,Town,36059303900,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/3/2020,4/29/2021,Complete,SunRun Inc.,No,Delta Electronics,M6-TL-US [240V],1,"LONGi Green Energy Technology Co., Ltd.",LR6-60HPB-310M,23,32875,3375,7.13,8930,,No,No,No,40.7650481,-73.5904256,POINT (-73.5904256 40.7650481)
11/30/2022,227100,,,Long Beach,Nassau,NY,11561,Long Beach,City,36059416402,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/18/2019,10/16/2020,Complete,EmPower Solar,No,SunPower,SPR-X22-370-E-AC [240V],1,Sunpower,SPR-X22-370-E-AC,1,14413.18,3375,0.37,445,No,No,No,No,40.5856777,-73.6855331,POINT (-73.6855331 40.5856777)
11/30/2022,301757,,,Syosset,Nassau,NY,11791,Oyster Bay,Town,36059518700,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/8/2021,6/28/2022,Complete,Venture Home Solar LLC,No,,,0,,,0,0,3375,0,0,,No,No,No,40.8037167,-73.50656,POINT (-73.50656 40.8037167)
11/30/2022,266443,,,Valley Stream,Nassau,NY,11581,Hempstead,Town,36059410700,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/3/2020,12/31/2020,Complete,Tesla Energy Operations Inc.,No,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,12,10000,3375,4.08,4353,,No,No,No,40.6531331,-73.6962424,POINT (-73.6962424 40.6531331)
11/30/2022,262621,,,Levittown,Nassau,NY,11756,Hempstead,Town,36059408700,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/22/2020,2/3/2022,Complete,Tesla Energy Operations Inc.,No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+/SC 340,23,15333.33,3375,7.82,7501,,No,No,No,40.7397927,-73.5254468,POINT (-73.5254468 40.7397927)
11/30/2022,367049,,,Bethpage,Nassau,NY,11714,Oyster Bay,Town,36059520001,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/30/2021,8/16/2022,Complete,NY State Solar (dba for NYSS LLC),No,SunPower,SPR-A400-BLK-G-AC [240V],21,SunPower,SPR-A400-BLK-G-AC,21,32625.33,3360,8.4,9639,,Yes,No,Yes,40.7478914,-73.491996,POINT (-73.491996 40.7478914)
11/30/2022,228017,,,Merrick,Nassau,NY,11566,Hempstead,Town,36059415000,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/24/2019,2/6/2020,Complete,Tesla Energy Operations Inc.,No,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G5/SC 315,13,10851.75,3375,4.1,2594,,No,No,No,40.6693942,-73.5637854,POINT (-73.5637854 40.6693942)
11/30/2022,276129,,,West Hempstead,Nassau,NY,11552,Hempstead,Town,36059406202,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Lease,11/21/2020,6/14/2021,Complete,SunRun Inc.,No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],9,"LONGi Green Energy Technology Co., Ltd.",LR6-60HPB-310M,9,16493,3375,2.79,2072,,No,No,No,40.6777325,-73.649718,POINT (-73.649718 40.6777325)
11/30/2022,259534,,,Oceanside,Nassau,NY,11572,Hempstead,Town,36059413200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/28/2020,9/30/2021,Complete,SunRun Inc.,No,Enphase Energy Inc.,IQ7-60-x-US [240V],23,LG Electronics Inc.,LG330N1C-A5,23,39375,3375,7.59,7447,,No,No,No,40.6304882,-73.6436456,POINT (-73.6436456 40.6304882)
11/30/2022,265871,,,Merrick,Nassau,NY,11566,Hempstead,Town,36059415201,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/24/2020,3/9/2021,Complete,Tesla Energy Operations Inc.,No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,24,16400,3375,8.16,6793,,No,No,No,40.6649438,-73.5491998,POINT (-73.5491998 40.6649438)
11/30/2022,273185,,,Plainview,Nassau,NY,11803,Oyster Bay,Town,36059519802,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/1/2020,4/28/2021,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US-& [240V],27,Solaria Corporation,Solaria PowerXT-370R-PD,27,43724,3375,9.99,11265,,No,No,No,40.7700003,-73.470091,POINT (-73.470091 40.7700003)
11/30/2022,254175,,,Island Park,Nassau,NY,11558,Hempstead,Town,36059416202,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/8/2020,10/7/2021,Complete,SunRun Inc.,No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],15,LG Electronics Inc.,LG345N1C-V5,15,31874.98,3375,5.18,5521,,No,No,No,40.6052205,-73.6553002,POINT (-73.6553002 40.6052205)
11/30/2022,281581,,,Syosset,Nassau,NY,11791,Oyster Bay,Town,36059519500,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/5/2021,7/19/2021,Complete,Tesla Energy Operations Inc.,No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,23,15716.67,3375,7.82,7697,,No,No,No,40.783636,-73.511438,POINT (-73.511438 40.783636)
11/30/2022,305665,,,New Hyde Park,Nassau,NY,11040,North Hempstead,Town,36059302800,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/21/2021,9/20/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],27,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,27,39163.33,4104,10.26,11110,,Yes,No,Yes,40.7486666,-73.6919151,POINT (-73.6919151 40.7486666)
11/30/2022,209091,,,New Hyde Park,Nassau,NY,11040,North Hempstead,Town,36059303201,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/29/2019,2/16/2021,Complete,Harvest Power,No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],24,LG Electronics Inc.,LG365Q1C-A5,24,42439,3375,8.76,9656,,No,No,No,40.7453358,-73.662178,POINT (-73.662178 40.7453358)
